,city,company,jobTitle,meanPay
174,New Delhi (India),YouLorry,Project Leader - Monthly,"xx,xxx/mo"
175,New Delhi (India),Avmax,Project Leader,"xx,xxx/yr"
176,New Delhi (India),Webdy,Project Leader,"xx,xxx/yr"
177,New Delhi (India),iterate.,Project Leader - Monthly,"xx,xxx/mo"
178,New Delhi (India),Grail Insights,Associate Project Lead,"xx,xxx/yr"
179,New Delhi (India),R Systems,Senior Project Leader,"xx,xxx/yr"
180,New Delhi (India),Bain & Company,Senior Project Leader,0/yr
181,New Delhi (India),UnitedHealth Group,"Project Lead, Development",0/yr
182,New Delhi (India),Atos-Syntel,Senior Project Leader,0/yr
183,New Delhi (India),Fiserv,Senior Project Leader,"xx,xxx/yr"
184,New Delhi (India),R Systems,Senior Project Leader - Monthly,"xx,xxx/mo"
185,New Delhi (India),eCIFM Solutions,Senior Project Leader,"xx,xxx/yr"
186,New Delhi (India),Amadeus,Technical Project Leader,"xx,xxx/yr"
187,New Delhi (India),Orange,Lead Project Manager,"xx,xxx/yr"
188,New Delhi (India),Spektron Solar,Lead Project Manager - Monthly,"xx,xxx/mo"
189,New Delhi (India),Capgemini,Continuous Improvement Project Leader,"xx,xxx/yr"
190,New Delhi (India),Rivigo,Continuous Improvement Project Leader - Monthly,"xx,xxx/mo"
191,New Delhi (India),Corpseed,Continuous Improvement Project Leader - Monthly,"xx,xxx/mo"
192,New Delhi (India),Wipro,Technical Project Lead,"xx,xxx/yr"
193,New Delhi (India),Newgen Software,Technical Project Lead,"xx,xxx/yr"
194,New Delhi (India),NEC Technologies India,Technical Project Lead,"xx,xxx/yr"
195,New Delhi (India),IOMEDIA,Technical Project Lead - Monthly,"xx,xxx/mo"
196,New Delhi (India),Sysintelli,Technical Project Lead,"xx,xxx/yr"
197,New Delhi (India),Nucleus Software Exports,Senior Project Lead,"xx,xxx/yr"
198,New Delhi (India),R Systems,Senior Project Lead,"xx,xxx/yr"
199,New Delhi (India),Vayam Technologies,Senior Project Lead,"xx,xxx/yr"
200,New Delhi (India),ThinkSys,Senior Project Lead - Monthly,0/mo
201,New Delhi (India),The Global Education & Leadership Foundation,Senior Project Lead - Monthly,0/mo
202,New Delhi (India),Walmart,Lead Product Manager,0/yr
203,New Delhi (India),ALSTOM,Lead Project Engineer,"xx,xxx/yr"
204,New Delhi (India),CSC,Project Team Leader,"xx,xxx/yr"
205,New Delhi (India),Sterlite Power,Delivery Project Lead,"xx,xxx/yr"
206,New Delhi (India),Samsung India Electronics,QA Project Lead - Monthly,"xx,xxx/mo"
207,New Delhi (India),IndiaMART,Delivery Project Leader - Monthly,"xx,xxx/mo"
208,New Delhi (India),Integreon,Associate Project Lead - Monthly,"xx,xxx/mo"
209,New Delhi (India),Tata Consultancy Services,Team Lead/Project Manager,"xx,xxx/yr"
210,New Delhi (India),Bhilwara Infotech,Team Lead/Project Manager,"xx,xxx/yr"
211,New Delhi (India),Amrita Technologies,Project Leader/Implementation,"xx,xxx/yr"
212,New Delhi (India),American Express,Project Manager/Lead Business Analyst,"xx,xxx/yr"
213,New Delhi (India),Tata Consultancy Services,Project Leader - TCS,"xx,xxx/yr"
214,New Delhi (India),Tata Consultancy Services,Project Leader - TCS - Monthly,"xx,xxx/mo"
215,New Delhi (India),Accenture,Project Manager Lead - Monthly,"xx,xxx/mo"
216,New Delhi (India),Sevya Multimedia,Project Technical Lead,"xx,xxx/yr"
217,New Delhi (India),Boston Consulting Group,Team Leader - Projects,"xx,xxx/yr"
218,New Delhi (India),R Systems,Senior Programmer Analyst/Project Lead,"xx,xxx/yr"
219,New Delhi (India),UnitedHealth Group,Project Lead QA,"xx,xxx/yr"
